id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"324519","    Aff：33535941 , 专操下贱的母狗 Vip：undefined 余额：20  |  收益：0  认证：否     "," 这辈子表叔表叔表叔帮主吧 #原创视频  王唱真骚是表叔表叔你少男少女 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.39.47.122  城市：辽宁 "," 创：2026-04-01 06:12:51 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","原创视频"
"324518","    Aff：503615316 , 殷勤笑心锁 Vip：undefined 余额：0  |  收益：0  认证：否     "," 绿帽癖好  喜欢分享老婆的操逼视频 #达人原创  绿帽癖好  喜欢分享老婆的操逼视频 "," 图片：0  |  视频：1  点赞：8  |  浏览：2004  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.37.115.247  城市：中国–北京–北京 "," 创：2026-04-01 06:09:57 改：2026-04-01 20:49:11 ","0","视频","ljl123(id: 263)","达人原创"
"324517","    Aff：252353934 , 童颜巨乳小母狗 Vip：undefined 余额：0  |  收益：1  认证：否     "," 骚逼痒痒，想要大鸡巴干死小母狗 #福利自拍  骚逼痒痒，想要大鸡巴干死小母狗 "," 图片：8  |  视频：0  点赞：4  |  浏览：215  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.1.107.165  城市：浙江 "," 创：2026-04-01 06:08:13 改：2026-04-01 17:43:12 ","0","图片","ljl123(id: 263)","福利自拍"
"324516","    Aff：416612552 , 微笑爱泥猴桃 Vip：undefined 余额：1  |  收益：0  认证：否     "," 这样的熟女妈妈谁能不爱 #AI女友  这样的熟女妈妈谁能不爱 "," 图片：3  |  视频：0  点赞：0  |  浏览：160  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：115.53.75.205  城市：河南 "," 创：2026-04-01 06:03:33 改：2026-04-01 16:54:05 ","0","图片","ljl123(id: 263)","AI女友"
"324515","    Aff：502313899 , 迷人演变水壶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 不不不嘟嘟嘟诺特十二破磕头剧毒不不不 #达人原创  辣婆婆你咯什么来了哦漏扶额啧啧啧泰裤辣PK赛额度 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：27.189.37.219  城市：河北 "," 创：2026-04-01 06:01:28 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324514","    Aff：420919804 , 魁梧冰淇淋 Vip：undefined 余额：20  |  收益：0  认证：否     "," 666666666 #达人原创  666666666 "," 图片：0  |  视频：1  点赞：6  |  浏览：1226  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.101.21.37  城市：辽宁 "," 创：2026-04-01 06:01:14 改：2026-04-01 20:46:51 ","0","视频","ljl123(id: 263)","达人原创"
"324513","    Aff：497123182 , 野性眼神 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有没有烟台母狗私我玩的好的 #达人原创  有没有烟台母狗私我玩的好的 "," 图片：0  |  视频：1  点赞：3  |  浏览：639  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.212.51.61  城市：山东 "," 创：2026-04-01 05:57:07 改：2026-04-01 20:18:52 ","0","视频","ljl123(id: 263)","达人原创"
"324512","    Aff：370512486 , 爱笑鼠标 Vip：undefined 余额：0  |  收益：0  认证：否     "," 大脸短发骚逼自拍 #达人原创  骚逼串透视睡意拍给我👀大家欣赏封面随便找个图片不是一个人 "," 图片：0  |  视频：1  点赞：2  |  浏览：850  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：175.170.168.174  城市：辽宁 "," 创：2026-04-01 05:50:22 改：2026-04-01 20:34:22 ","0","视频","ljl123(id: 263)","达人原创"
"324511","    Aff：116019806 , 沉静高跟鞋 Vip：undefined 余额：0  |  收益：0  认证：否     "," 感叹你们都是怎么泡妹子 #日常吐槽  分享一下各自不可告人的秘密 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.199.237.56  城市：河北 "," 创：2026-04-01 05:46:40 改：2026-04-01 10:23:06 ","0","文字","ake123(id: 256)","日常吐槽"
"324510","    Aff：497979580 , 纯真野狼 Vip：undefined 余额：0  |  收益：0  认证：否     "," 男大，有没有女生一起玩聊聊 #达人原创  男大有没有女生聊聊 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.72.92.208  城市：山东 "," 创：2026-04-01 05:41:25 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324509","    Aff：459992642 , 粗暴爱小虾米 Vip：undefined 余额：0  |  收益：0  认证：否     "," ddhkhdhhjh #达人原创  ddhkhdhhjh "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.50.78.171  城市：福建 "," 创：2026-04-01 05:32:58 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324508","    Aff：6091083 , 大吊哥 Vip：undefined 余额：31  |  收益：0  认证：否     "," 我跟前女友的那些故事 #情欲故事  我跟前女友的那些故事 "," 图片：1  |  视频：0  点赞：0  |  浏览：51  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.86.242.20  城市：山东 "," 创：2026-04-01 05:25:39 改：2026-04-01 17:31:19 ","0","图片","ljl123(id: 263)","情欲故事"
"324507","    Aff：377996151 , 人妻专业户 Vip：undefined 余额：0  |  收益：0  认证：否     "," 约了个逼很紧的人妻 #福利自拍  约了个逼很紧的人妻 "," 图片：15  |  视频：0  点赞：1  |  浏览：106  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.15.162.29  城市：广西 "," 创：2026-04-01 05:20:15 改：2026-04-01 14:54:07 ","0","图片","ljl123(id: 263)","福利自拍"
"324506","    Aff：491512399 , 兴奋保卫手机 Vip：undefined 余额：10  |  收益：0  认证：否     "," 求一个靠谱的换脸软件 #AI换脸  签到里面的换脸一点不像，谁有靠谱的啊 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.165.187.22  城市：山东 "," 创：2026-04-01 05:19:14 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","AI换脸"
"324505","    Aff：392529750 , 贤妻 Vip：undefined 余额：0  |  收益：0  认证：否     "," 临沂人妻寻单男有木有 #达人原创  临沂有没有大的来调教一下人妻-可调可s尽情享受。 "," 图片：0  |  视频：1  点赞：3  |  浏览：783  点赞(假)：0  |  浏览(假)：0  评论：9  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.213.73.253  城市：山东 "," 创：2026-04-01 05:10:58 改：2026-04-01 19:58:57 ","0","视频","ljl123(id: 263)","达人原创"
"324504","    Aff：492538728 , 搞怪扯帽子 Vip：undefined 余额：0  |  收益：0  认证：否     "," ggxfhjcv #达人原创  ggxfhjcv "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.50.77.199  城市：福建 "," 创：2026-04-01 05:04:50 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324503","    Aff：498296839 , 独特战斗机 Vip：undefined 余额：0  |  收益：0  认证：否     "," 日常打卡签到专区 #日常吐槽  打卡 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.104.86.40  城市：火星 "," 创：2026-04-01 04:56:27 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","日常吐槽"
"324502","    Aff：505167168 , 瘦瘦的月亮 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有偿求西瓜冰这段 #日常吐槽  有偿求西瓜冰这段 "," 图片：1  |  视频：0  点赞：0  |  浏览：323  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.175.121.220  城市：安徽 "," 创：2026-04-01 04:40:30 改：2026-04-01 18:01:05 ","0","图片","ljl123(id: 263)","日常吐槽"
"324501","    Aff：392988037 , 敏感用白开水 Vip：undefined 余额：0  |  收益：0  认证：否     "," 猛扣少妇骚逼，见过这样喷水的吗 #达人原创  猛扣少妇骚逼，见过这样喷水的吗 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：116.8.145.251  城市：广西 "," 创：2026-04-01 04:36:43 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324500","    Aff：465735470 , 善良枫叶 Vip：undefined 余额：0  |  收益：0  认证：否     "," jk萝莉母狗 酒店挨操  浙江天台找个单男 有偿 #达人原创  jk萝莉母狗 酒店挨操  浙江天台找个单男 有偿 "," 图片：0  |  视频：1  点赞：10  |  浏览：1059  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.144.130.41  城市：广西 "," 创：2026-04-01 04:33:03 改：2026-04-01 20:47:29 ","0","视频","ljl123(id: 263)","达人原创"
"324499","    Aff：21354159 , 我不是鸡巴 Vip：undefined 余额：0  |  收益：0  认证：否     "," 养一个小妹妹听话爆金币 #抖音热门  16cm的鸡巴又小妹妹？ "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.160.174.109  城市：安徽 "," 创：2026-04-01 04:26:06 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","抖音热门"
"324498","    Aff：505182706 , 谦让小蘑菇 Vip：undefined 余额：0  |  收益：0  认证：否     "," 学生妹宿舍偷拍，大反差！ #达人原创  学生妹宿舍偷拍，大反差！ "," 图片：0  |  视频：1  点赞：2  |  浏览：946  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.224.164.43  城市：山东 "," 创：2026-04-01 04:25:29 改：2026-04-01 20:21:57 ","0","视频","ljl123(id: 263)","达人原创"
"324497","    Aff：505182706 , 谦让小蘑菇 Vip：undefined 余额：0  |  收益：0  认证：否     "," 学生妹 自拍自慰视频真过瘾！ #达人原创  学生妹真是反差，太骚了！ "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.224.164.43  城市：山东 "," 创：2026-04-01 04:19:24 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324496","    Aff：478370969 , 自然啤酒 Vip：undefined 余额：30  |  收益：0  认证：否     "," 签到签到签到签到签到签到签到 #原创视频  签到签到签到签到签到签到签到签到 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.104.77.95  城市：广东 "," 创：2026-04-01 04:19:05 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","原创视频"
"324495","    Aff：470954433 , 痴女猎手 Vip：undefined 余额：1  |  收益：0  认证：否     "," 《19岁理货员的艳遇》《3》 #成人小说  她特别的有天赋，将嘴巴在阴茎上一上一下的套弄着，感觉我快要射了，我想让这位陌生的少女吞下我的精子，我.... "," 图片：0  |  视频：0  点赞：0  |  浏览：53  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.132.229.143  城市：黑龙江 "," 创：2026-04-01 04:19:00 改：2026-04-01 17:07:45 ","0","文字","ake123(id: 256)","成人小说"
"324494","    Aff：226762995 , 勤恳和信封 Vip：undefined 余额：60  |  收益：0  认证：否     "," 签到签到签到签到签到签到 #热门精选  。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.159.184.101  城市：浙江 "," 创：2026-04-01 04:15:15 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","热门精选"
"324493","    Aff：505183527 , Miver Vip：undefined 余额：0  |  收益：0  认证：否     "," 找一个聊天的涩涩朋友 #日常吐槽  本人男，04年，在北京念书。没有谈过恋爱，因此十分性压抑。所以想在这个平台找一个可以聊天的朋友。自己.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.112.35.206  城市：中国–北京–北京 "," 创：2026-04-01 04:06:04 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","日常吐槽"
"324492","    Aff：6619082 , 缠绵 Vip：undefined 余额：15  |  收益：0  认证：否     "," 还是找不到以前的 #日常吐槽  瓜哥，你多找一找以前香港的动作片 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.160.161.97  城市：山东 "," 创：2026-04-01 04:04:05 改：2026-04-01 10:23:06 ","0","文字","ake123(id: 256)","日常吐槽"
"324491","    Aff：77461860 , 高兴演变石头 Vip：undefined 余额：1  |  收益：0  认证：否     "," 想找个石家庄的女炮友 #日常吐槽  互相不打扰对方生活只解决生理需求的费用都可以AA主要在市区这边工作 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.198.0.117  城市：河北 "," 创：2026-04-01 03:44:31 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","日常吐槽"
"324490","    Aff：127527206 , 瘦瘦树叶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 珠海有木有骚货啊 #求瓜互助  珠海有木有嫩妹，求资源 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：221.4.219.22  城市：广东 "," 创：2026-04-01 03:28:36 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","求瓜互助"
"324489","    Aff：94806308 , 乐观夕阳 Vip：undefined 余额：8  |  收益：0  认证：否     "," 求各位义父帮忙脱衣换脸 #福利自拍  求各位义父帮忙脱衣换脸 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：119.0.6.247  城市：贵州 "," 创：2026-04-01 03:21:14 改：2026-04-01 19:48:44 ","0","图片","ljl123(id: 263)","福利自拍"
"324488","    Aff：417299376 , 糟糕小天鹅 Vip：undefined 余额：0  |  收益：0  认证：否     "," 河北省承德市兴隆县加个好友吧，男的可以共享资源女的可以随便挑 #达人原创  同城共享q1766498825 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：124.239.48.125  城市：河北 "," 创：2026-04-01 03:18:30 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324487","    Aff：504593310 , 尊敬爱口红 Vip：undefined 余额：0  |  收益：0  认证：否     "," 想干死她，你们觉得怎么样 #发片求种  想干死她，你们觉得怎么样 "," 图片：1  |  视频：0  点赞：0  |  浏览：51  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：14.24.177.136  城市：广东 "," 创：2026-04-01 03:18:10 改：2026-04-01 19:17:17 ","0","图片","ljl123(id: 263)","发片求种"
"324486","    Aff：505170648 , 无限小猫咪 Vip：undefined 余额：0  |  收益：0  认证：否     "," 怎么样才能得到妈妈 #原创视频  有大神告诉方法嘛 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.245.223.125  城市：山东 "," 创：2026-04-01 03:14:08 改：2026-04-01 20:01:02 ","0","文字","ake123(id: 256)","原创视频"
"324485","    Aff：404123790 , 活力水池 Vip：undefined 余额：0  |  收益：0  认证：否     "," 吉林长春有没有小母狗啊 #达人原创  吉林长春有没有小母狗啊 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.144.102.93  城市：广西 "," 创：2026-04-01 03:14:03 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","达人原创"
"324484","    Aff：132181571 , 寂寞爱嚓茶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #成人小说  复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！永久免费吃瓜App下载地址https://f.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.90.163.192  城市：广西 "," 创：2026-04-01 03:13:22 改：2026-04-01 10:21:48 ","0","文字","ake123(id: 256)","成人小说"
"324483","    Aff：505166852 , 懦弱小蜜蜂 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有能聊的骚女吗，互关 #达人原创  能返图的，发展好，长期啊 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：42.228.224.167  城市：河南 "," 创：2026-04-01 03:05:28 改：2026-04-01 10:33:26 ","0","文字","ake123(id: 256)","达人原创"
"324482","    Aff：353049845 , 是小狗 Vip：undefined 余额：0  |  收益：6  认证：否     "," 小狗想要文爱主人 #SM调教  喜欢很会调教的主人，可返图和视频，小狗现在还在上学，不太方便找主人们，但是可以和主人们文爱，喜欢各种.... "," 图片：1  |  视频：0  点赞：6  |  浏览：529  点赞(假)：0  |  浏览(假)：0  评论：25  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：1 打赏收益：1 "," ip：123.139.159.103  城市：陕西 "," 创：2026-04-01 02:59:09 改：2026-04-01 20:44:10 ","0","图片","ljl123(id: 263)","SM调教"
"324481","    Aff：470954433 , 痴女猎手 Vip：undefined 余额：1  |  收益：0  认证：否     "," 《19岁理货员的艳遇》《2》 #成人小说  加上不出众，并没有获得一份高薪的工作，于是我决定回到老家，那一年我18岁，考了一个驾照和一个自考学历.... "," 图片：0  |  视频：0  点赞：0  |  浏览：51  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.132.229.143  城市：黑龙江 "," 创：2026-04-01 02:58:47 改：2026-04-01 15:05:12 ","0","文字","ake123(id: 256)","成人小说"
"324480","    Aff：505163297 , 美好用缘分 Vip：undefined 余额：0  |  收益：0  认证：否     "," 骚逼杨蕊等着所有男的操她 #达人原创  骚逼杨蕊等着所有男的操她 "," 图片：1  |  视频：0  点赞：1  |  浏览：102  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.69.129.109  城市：新疆 "," 创：2026-04-01 02:58:34 改：2026-04-01 16:42:10 ","0","图片","ljl123(id: 263)","达人原创"
"324479","    Aff：114470259 , 落寞银耳汤 Vip：undefined 余额：0  |  收益：0  认证：否     "," 尽情羞辱她我都会拿给她看的 她还想找单男一起操她她说一根不够操她想再找一根一起操她 #达人原创  超过一千赞发口爆视频 "," 图片：1  |  视频：0  点赞：2  |  浏览：215  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.240.93.133  城市：云南 "," 创：2026-04-01 02:51:30 改：2026-04-01 20:44:09 ","0","图片","ljl123(id: 263)","达人原创"
"324478","    Aff：505102966 , 苗条给红牛 Vip：undefined 余额：0  |  收益：0  认证：否     "," 女朋友的小骚逼，过俩天拍操逼视频给大家看 #原创视频  女朋友的小骚逼，过俩天拍操逼视频给大家看 "," 图片：1  |  视频：0  点赞：0  |  浏览：54  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：222.212.15.232  城市：四川 "," 创：2026-04-01 02:50:43 改：2026-04-01 19:47:56 ","0","图片","ljl123(id: 263)","原创视频"
"324477","    Aff：497452602 , 失眠爆米花 Vip：undefined 余额：0  |  收益：0  认证：否     "," 山西运城男大过来组团 #资源分享  运城女大，一个人看不过来，招几个男大过来组团 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.222.209.189  城市：山西 "," 创：2026-04-01 02:48:25 改：2026-04-01 10:33:26 ","0","文字","ake123(id: 256)","资源分享"
"324476","    Aff：60842757 , 忧郁用火龙果 Vip：undefined 余额：0  |  收益：0  认证：否     "," bebebbggg #成人小说  hdhhdhdhd "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：27.187.173.15  城市：河北 "," 创：2026-04-01 02:47:16 改：2026-04-01 10:33:26 ","0","文字","ake123(id: 256)","成人小说"
"324475","    Aff：505145446 , 火星上自行车 Vip：undefined 余额：0  |  收益：0  认证：否     "," 广西南宁初中生这么小都不懂被多少男人c过了可惜 #瓜友原创  广西南宁初中生这么小都不懂被多少男人c过了可惜 "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.239.120.133  城市：香港 "," 创：2026-04-01 02:47:16 改：2026-04-01 11:21:22 ","0","视频","ljl123(id: 263)","瓜友原创"
"324474","    Aff：497276534 , 主人爸爸 Vip：undefined 余额：0  |  收益：0  认证：否     "," 领金币领金币领金币 #达人原创  领金币领金币领金币 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.230.125.92  城市：广东 "," 创：2026-04-01 02:45:34 改：2026-04-01 10:33:26 ","0","文字","ake123(id: 256)","达人原创"
"324473","    Aff：492404616 , 拼搏小笼包 Vip：undefined 余额：0  |  收益：0  认证：否     "," 连续签到的第十天 #51吃瓜官方活动  兄弟们记得签到，每天签到好处多，签到签到签到 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.96.192.8  城市：新疆 "," 创：2026-04-01 02:43:49 改：2026-04-01 10:33:26 ","0","文字","ake123(id: 256)","51吃瓜官方活动"
